Ticker,CIK,Form Type,Filing Date,Accession Number,URL
COST,0000909832,10-Q,2016-06-01,0000909832-16-000028,https://www.sec.gov/Archives/edgar/data/909832/000090983216000028/0000909832-16-000028.txt
BRK-B,0001067983,10-Q,2016-05-06,0001193125-16-582004,https://www.sec.gov/Archives/edgar/data/1067983/000119312516582004/0001193125-16-582004.txt
AAPL,0000320193,10-Q,2016-04-27,0001193125-16-559625,https://www.sec.gov/Archives/edgar/data/320193/000119312516559625/0001193125-16-559625.txt
V,0001403161,10-Q,2016-04-25,0001403161-16-000022,https://www.sec.gov/Archives/edgar/data/1403161/000140316116000022/0001403161-16-000022.txt
ORCL,0001341439,10-Q,2016-03-18,0001193125-16-510333,https://www.sec.gov/Archives/edgar/data/1341439/000119312516510333/0001193125-16-510333.txt
COST,0000909832,10-Q,2016-03-09,0000909832-16-000023,https://www.sec.gov/Archives/edgar/data/909832/000090983216000023/0000909832-16-000023.txt
V,0001403161,10-Q,2016-01-28,0001403161-16-000015,https://www.sec.gov/Archives/edgar/data/1403161/000140316116000015/0001403161-16-000015.txt
AAPL,0000320193,10-Q,2016-01-27,0001193125-16-439878,https://www.sec.gov/Archives/edgar/data/320193/000119312516439878/0001193125-16-439878.txt
ORCL,0001341439,10-Q,2015-12-18,0001193125-15-407703,https://www.sec.gov/Archives/edgar/data/1341439/000119312515407703/0001193125-15-407703.txt
COST,0000909832,10-Q,2015-12-18,0000909832-15-000017,https://www.sec.gov/Archives/edgar/data/909832/000090983215000017/0000909832-15-000017.txt
ORCL,0001341439,10-Q,2015-09-18,0001193125-15-323532,https://www.sec.gov/Archives/edgar/data/1341439/000119312515323532/0001193125-15-323532.txt
V,0001403161,10-Q,2015-07-23,0001403161-15-000010,https://www.sec.gov/Archives/edgar/data/1403161/000140316115000010/0001403161-15-000010.txt
AAPL,0000320193,10-Q,2015-07-22,0001193125-15-259935,https://www.sec.gov/Archives/edgar/data/320193/000119312515259935/0001193125-15-259935.txt
V,0001403161,10-Q,2015-04-30,0001403161-15-000007,https://www.sec.gov/Archives/edgar/data/1403161/000140316115000007/0001403161-15-000007.txt
AAPL,0000320193,10-Q,2015-04-28,0001193125-15-153166,https://www.sec.gov/Archives/edgar/data/320193/000119312515153166/0001193125-15-153166.txt
V,0001403161,10-Q,2015-01-29,0001403161-15-000003,https://www.sec.gov/Archives/edgar/data/1403161/000140316115000003/0001403161-15-000003.txt
AAPL,0000320193,10-Q,2015-01-28,0001193125-15-023697,https://www.sec.gov/Archives/edgar/data/320193/000119312515023697/0001193125-15-023697.txt
V,0001403161,10-Q,2014-07-24,0001403161-14-000012,https://www.sec.gov/Archives/edgar/data/1403161/000140316114000012/0001403161-14-000012.txt
V,0001403161,10-Q,2014-04-24,0001403161-14-000008,https://www.sec.gov/Archives/edgar/data/1403161/000140316114000008/0001403161-14-000008.txt
V,0001403161,10-Q,2014-01-30,0001403161-14-000005,https://www.sec.gov/Archives/edgar/data/1403161/000140316114000005/0001403161-14-000005.txt
